k_h_Mpc,P_delta_delta_z0,P_delta_delta_z0.5,P_delta_delta_z1,P_delta_delta_z2,P_delta_delta_z3,P_delta_delta_z4
1.3312981800594137,4.7662762937027504e-05,3.893623749633411e-05,3.253886724959981e-05,2.3991747287639468e-05,1.9312903294350035e-05,1.641582787204101e-05
1.3928833424812899,4.217881614319015e-05,3.445732957455544e-05,2.8796506712275715e-05,2.1233252483707215e-05,1.7092776571340556e-05,1.4528960113666919e-05
1.4573174025335698,3.732087270062119e-05,3.0489617668414126e-05,2.5481227478742686e-05,1.8789490114813113e-05,1.5125923856871741e-05,1.2857329950854366e-05
1.524732148741103,3.301389857691379e-05,2.6971849481984697e-05,2.2541874771192145e-05,1.6622777932077088e-05,1.3382034310803857e-05,1.1375184858438516e-05
1.5952654660974643,2.9197104313653627e-05,2.3854392272042694e-05,1.993698414975957e-05,1.4702567115456613e-05,1.1836525458557426e-05,1.0061634713036218e-05
1.6690616180844198,2.5816885936246458e-05,2.1093476693351797e-05,1.7629987056421546e-05,1.3001913246685868e-05,1.046771348143436e-05,8.898251836453987e-06
1.7462715417374826,2.2825074058464516e-05,1.8649769159593053e-05,1.558802086347167e-05,1.1496600751452133e-05,9.256110576980424e-06,7.868474785779314e-06
1.8270531563610395,2.0178374953173316e-05,1.6487915382290102e-05,1.3781547256241914e-05,1.0164861705345365e-05,8.184198494624984e-06,6.957415819312568e-06
1.9115716865244883,1.783730202111332e-05,1.4575663189704954e-05,1.2183617153846656e-05,8.986830080212423e-06,7.235987845598967e-06,6.151485743047934e-06
1.9999999999999982,1.576644978524957e-05,1.288409218755315e-05,1.0770065000731013e-05,7.944690227598703e-06,6.397139225666282e-06,5.438497533741082e-06
