k_h_Mpc,P_delta_delta_z0,P_delta_delta_z0.5,P_delta_delta_z1,P_delta_delta_z2,P_delta_delta_z3,P_delta_delta_z4
0.10111816388758248,4344.5423551349595,2648.6740422961007,1676.4893685774687,802.9795483018547,461.41863693947823,297.90424545885344
0.10579583763497748,4080.15034462485,2487.518251112637,1574.5009794322011,754.1406388739405,433.35774994518897,279.7888544164099
0.11068989814065451,3894.0059033782777,2374.0620537972854,1502.7024721037442,719.7601987262723,413.60455669420935,267.0369396957563
0.11581035534367498,3753.9641541096103,2288.710614633198,1448.6910589598135,693.8983250394493,398.74596255755534,257.4449860819219
0.12116768223768236,3621.1176053610993,2207.742184222729,1397.452282075757,669.363364351504,384.6496594000421,248.34494562521408
0.12677283629156752,3457.4266839979277,2107.9651494000473,1334.307079478319,639.1241490122712,367.2750342513862,237.12821491565066
0.1326372818610414,3237.747209644617,1974.049262613961,1249.5501483577075,598.5322225749208,343.9507239085324,222.06994854765432
0.13877301363695643,2961.8766228583263,1805.8694247880142,1143.1028442654529,547.5493007773915,314.65483589672976,203.15596078779595
0.14519258117833467,2655.930672354539,1619.3481404515603,1025.0434282508938,491.0029385855941,282.16138894718046,182.17723274421212
0.1519091145802808,2363.8876748219736,1441.2996061654167,912.3451685932716,437.02344758098286,251.14257926504493,162.15052226049406
0.15893635132928052,2128.3968342472654,1297.7286271258376,821.4695948218674,393.49612549541797,226.12990651875992,146.00151382477466
0.16628866440080992,1966.0009568308963,1198.7221834164995,758.8024714892186,363.48029169039927,208.8816948391357,134.8654909901635
0.1739810916567263,1862.140693936812,1135.40494948313,718.7260143839519,344.2852810484411,197.85165874712612,127.74424289555161
0.18202936660256644,1781.5897137483705,1086.2982325571763,687.6445190080984,329.39877777234256,189.29744567100087,122.22145435729905
0.1904499505676628,1681.239209046819,1025.1180747728067,648.9197160554977,310.85054452820356,178.63887313413622,115.33991332611559
0.19926006637389362,1541.1746107010008,939.721701053436,594.8649255067472,284.9584007113451,163.75975530218398,105.73331073691337
0.2084777335619329,1378.2009042151346,840.3545537426423,531.9656702649797,254.8291128839539,146.44555534827478,94.55437049339429
0.2181218052470482,1228.982761455142,749.3736520448559,474.37438669464325,227.24212986345367,130.592199950931,84.31862533472047
0.22821200667982766,1120.98288585468,683.5245197235122,432.69162885018727,207.2755907565228,119.11807882500618,76.9103325412642
0.2387689755907085,1050.5556094063893,640.5847324078021,405.510585732125,194.25569418858285,111.63609728141626,72.07960323262742
0.24981430440081964,985.9193712379389,601.1749307641421,380.5647276075551,182.30636091631973,104.7691328664192,67.64593148444
0.2613705843854778,905.7569234080509,552.2976105657508,349.6246700616914,167.4854420360142,96.25195511493507,62.14676341155023
0.2734614518806638,813.1622960015321,495.8389982817469,313.885241912188,150.36525997555947,86.41334401926808,55.794351001785024
0.2861116366269849,732.1194489221133,446.4236890767189,282.6042051871492,135.3806516924792,77.80199667048964,50.23434624694045
0.2993470123500069,673.3127106234375,410.5667529345005,259.90602642427433,124.5075370831409,71.5534454409327,46.19989749512684
0.3131946496804025,624.4217190040083,380.7558135405353,241.03500432275382,115.46774168199585,66.35844707878772,42.845684094690874
0.327682871522161,569.830424781068,347.4685925746838,219.96327987003565,105.37362051897786,60.55751678699394,39.10023629622616
0.3428413109821011,513.388613189698,313.05285312978503,198.17694298024352,94.93709266100139,54.55978961170654,35.22770341697806
0.35870097197917333,466.70023879408467,284.5841381990518,180.1553260736581,86.30398935490012,49.59845933729475,32.024337180860556
0.37529429265751774,428.41209903841644,261.2375949160912,165.37612905967129,79.22413857457911,45.52975442201361,29.397308302512243
0.3926552117329767,390.09380621303274,237.8724323717682,150.5851040707618,72.13856841597037,41.45776243220871,26.76815365673183
0.41081923790875974,352.61841206551145,215.02113641095258,136.11930993938014,65.20878895103692,37.47527357358769,24.19678456866118
0.42982352250224815,320.7733198659806,195.60288996756836,123.82678330739174,59.32006908686751,34.09107440410385,22.01171397290451
0.4497069354314707,292.1718005980779,178.16250282150773,112.78624157467227,54.03110896492262,31.051554156164258,20.04918268392599
0.4705101447166778,264.5727856919422,161.33332659199237,102.13261873837372,48.92748108284095,28.11853273670849,18.15541475943863
0.49227569965961615,239.8967341273655,146.28645039549878,92.60724619641168,44.36432387562672,25.49611444093972,16.46219589587654
0.5150481178706341,217.76135335323295,132.78873950397832,84.06257425272018,40.27096338932043,23.14368561409062,14.94329726577591
0.5388739763216153,197.0906523071138,120.18415516788602,76.08322802958224,36.448437458449504,20.9468913937215,13.524888185190344
0.5638020066109738,178.49956872101635,108.84763195699757,68.90666144542983,33.01046152746186,18.971098395542082,12.249172901108853
0.5898831946355592,161.58285235131586,98.53208523669251,62.37638962744248,29.882102185068412,17.173243175609407,11.088342893424871
0.6171708848733274,146.10214062393035,89.09216364278026,56.400434156051915,27.019276703514794,15.527983886648268,10.02604273919159
0.6457208894900847,132.12089826914013,80.56660541490668,51.003310924693366,24.43373709207614,14.04208123819464,9.06663293446734
0.6755916024934409,119.40014423972924,72.80964836869768,46.092741018609345,22.081285724227076,12.690131528199045,8.193713480929697
0.706844119167472,107.83564926805496,65.75774243140138,41.628498095376656,19.942650859153318,11.461060123297143,7.400133563375162
0.7395423610323665,97.33591164704364,59.35509888775338,37.575268430414326,18.000914164500898,10.345144892642129,6.679615581867635
0.7737532065846404,87.81448247803888,53.54900825872891,33.89968670032228,16.240091096630707,9.333200131532474,6.026228387312407
0.8095466280853262,79.18996580644485,48.28984070323994,30.570336393793454,14.645131021220536,8.416576669126398,5.434387333042272
0.8469958346759128,71.38388176638598,43.52974233615587,27.556924009574672,13.201521959154533,7.5869345888784725,4.898707599026379
0.8861774221147541,64.32126639977814,39.22300153694006,24.83051127766483,11.895401638749215,6.836307132030507,4.414045410202346
0.9271715294402095,57.933644714833605,35.32786347639105,22.36466490118809,10.714107620773799,6.157417117414323,3.9757021985214944
0.9700620028809274,52.15865390568829,31.806300440868373,20.135311178853335,9.64610766078041,5.543636924676094,3.5793987654287327
1.0149365673485555,46.93952000912093,28.623692701544037,18.12053394963568,8.680902948816666,4.988932878000045,3.2212393788009788
1.061887005863594,42.22486648735242,25.748711976876333,16.30050103168844,7.808992764180741,4.487844979041354,2.8976986753675082
1.111009347281405,37.96822165251109,23.15302103233473,14.657273991152618,7.021783393233745,4.035434547028723,2.6055878612277437
1.1624040627023293,34.12713533435016,20.810734724223998,13.17446654533774,6.311424730166128,3.627190221485922,2.3419940531504113
1.2161762709676307,30.662834381389736,18.698209945857055,11.83711159591985,5.6707465832271176,3.2589913584725543,2.1042566461641936
1.2724359536615786,27.53993447102926,16.793869927089762,10.631550031618197,5.09320539538593,2.9270774171106435,1.8899475466893718
1.3312981800594137,24.726109016771325,15.078002315325934,9.54530279813621,4.572823009142589,2.6280127483544655,1.696848435537327
1.3928833424812899,22.191838581064466,13.532606394488663,8.56697420147011,4.104140336483775,2.3586599735386176,1.5229335787731504
1.4573174025335698,19.91029150890869,12.141320410888937,7.6862061584607195,3.6821953291980725,2.116167372679422,1.3663616872826896
1.524732148741103,17.857102116678046,10.889286327649785,6.893592583551459,3.302481965416997,1.8979453150885826,1.2254606982773188
1.5952654660974643,16.01015681055829,9.763019404324776,6.180596811486676,2.960910698610138,1.701643526899823,1.0987130970574
1.6690616180844198,14.349424739462771,8.750304892703175,5.539486259890598,2.6537771353129807,1.5251331011817801,0.9847443044017886
1.7462715417374826,12.856782013160506,7.8400908410895225,4.963264572393188,2.377729527979797,1.3664878168408026,0.8823106149861839
1.8270531563610395,11.515788899593387,7.022352315791652,4.445585508481575,2.1297275869811667,1.2239604395036288,0.7902838882558664
1.9115716865244883,10.311538669904436,6.287999227610073,3.980694589901529,1.9070145280965087,1.0959666567465496,0.7076411757800305
1.9999999999999982,9.230523655951542,5.6287946472400385,3.5633774010103845,1.7070923017953323,0.9810708444406022,0.6334555315504392
