z,H_z_km_s_Mpc,E_z,q_z
1.72,173.17764374864691,2.6421182965694854,0.3246098484809863
1.73,174.0258660060848,2.6550593638886997,0.33832254727831135
1.74,174.88392548641806,2.668150514706203,0.3521559606474616
1.75,175.7519621227268,2.6813938839381617,0.366109646341215
1.76,176.63011739442135,2.6947916300926287,0.3801708385380833
1.77,177.51851846819451,2.7083456933129075,0.3942799949197302
1.78,178.41723377806437,2.722057117675862,0.4083794626735926
1.79,179.32631933644467,2.7359267577457422,0.42245935464416906
1.8,180.24583311195738,2.7499554979320675,0.43652106159099713
1.81,181.1758350288556,2.7641442524808237,0.45056596150564365
1.82,182.1163869669671,2.7784939654736,0.46459281371615035
1.83,183.06754937926942,2.793005559222968,0.4785574885039854
1.84,184.02932889044592,2.8076791347996934,0.4923836661851646
1.85,185.00168833127853,2.8225141251243957,0.5060376986830051
1.86,185.98459108552916,2.837509971554339,0.5195214842132294
1.87,186.9780023637805,2.852666143318033,0.5328378851877262
1.8800000000000001,187.98188912812296,2.867982136366206,0.545989680100065
1.8900000000000001,188.9962200193397,2.8834574722608846,0.5589673508337303
1.9000000000000001,190.02094922369218,2.8990914520358864,0.5717101957573278
1.9100000000000001,191.05596500453086,2.914882370959354,0.5841567124136788
1.92,192.1011392292533,2.9308282741513967,0.5962972167422094
1.93,193.1563449060417,2.946927224136726,0.608135473072662
1.94,194.2214560598927,2.963177298953279,0.6196751193301964
1.95,195.29634761378986,2.9795765903393066,0.6309195443712499
1.96,196.38089510509846,2.996123199406491,0.6418546664206679
1.97,197.47495158978785,3.01281488427474,0.6524317539822391
1.98,198.57832413283774,3.0296487013935116,0.6626155631355142
1.99,199.69081444959522,3.0466216255945566,0.6724059234453132
2.0,200.8122243116414,3.06373063256757,0.6818067294191792
2.0100000000000002,201.94235542238187,3.0809726969621156,0.6908217506246861
2.02,203.0810092997207,3.0983447905976154,0.6994544699482674
2.0300000000000002,204.22798693816839,3.1158438773082366,0.7076983156335621
2.04,205.38307545188408,3.133466709159876,0.7155315086689644
2.05,206.54604057877057,3.1512097120874296,0.722940986438428
2.06,207.71664551739758,3.1690692732839665,0.7299290793329476
2.07,208.89465260321444,3.1870417667741924,0.7364993392478072
2.08,210.07982321993927,3.2051235520625414,0.742655223703796
2.09,211.2719177182123,3.223310972892094,0.7484001119084303
2.1,212.4706953551137,3.24160035632182,0.7537382954663543
2.11,213.6759155846874,3.259988032415705,0.7586757975286473
2.12,214.88733915219512,3.2784703509374493,0.7632177512219505
2.13,216.10472580494547,3.2970436464252875,0.7673673802519181
2.14,217.3278339762786,3.31570423337064,0.7711276502249644
2.15,218.55642074417622,3.3344484055866386,0.7745014702786419
2.16,219.79024179569552,3.353272435665505,0.7774916977232693
2.17,221.02905139750408,3.372172574529012,0.7801059022567483
2.18,222.2726090468166,3.391145152899788,0.7823683750189925
2.19,223.52069641137888,3.4101868397494677,0.7843021877533352
2.2,224.77309906698918,3.429294363673647,0.7859134041695144
2.21,226.0296013083253,3.4484644337222568,0.787204322395596
2.22,227.28998614436273,3.4676937393296625,0.7881772136293888
2.23,228.55403529745658,3.486978950300657,0.7888343245491007
2.24,229.82152920600038,3.506316716851024,0.789179509293606
2.25,231.09224935530418,3.5257037051690316,0.7892371741728113
2.2600000000000002,232.36600540200365,3.545137011244239,0.7890440722650409
2.27,233.6426261271215,3.5646140228411243,0.7886163738144922
2.2800000000000002,234.92193975930053,3.584132119296674,0.787956001630828
2.29,236.20377359564088,3.603688665735615,0.7870645907299529
2.3000000000000003,237.48795401685535,3.62328101330163,0.7859437668997373
2.31,238.77430650414786,3.642906499414873,0.7845951501675614
2.32,240.06265566140456,3.662562448110528,0.7830281794758047
2.33,241.3528366106621,3.6822463438959816,0.7812773780577158
2.34,242.64472031033853,3.7019562180233203,0.7793742911340904
2.35,243.9381845070416,3.721690205309964,0.7773250639879847
2.36,245.23310644147713,3.7414464328549415,0.7751307565664136
2.37,246.52936286484007,3.7612230202889627,0.7727924257220877
2.38,247.8268300557772,3.781018080033217,0.7703111254779798
2.39,249.12538383790323,3.8008297175666064,0.7676880975761424
2.4,250.42489987901106,3.8206560359907096,0.7649366010080256
2.41,251.7252712288599,3.840495403598442,0.7620886263077222
2.42,253.02641878380481,3.8603466135297095,0.7591656189800937
2.43,254.3282657680477,3.8802084944396626,0.756169853057848
2.44,255.6307352672101,3.9000798728691755,0.753101910896312
2.45,256.9337502387844,3.919959573404293,0.7499623733422967
2.46,258.2372335226548,3.93984641883675,0.7467518197600895
2.47,259.54110785168467,3.9597392303254964,0.7434710900996682
2.48,260.84529625633394,3.9796368335698213,0.7401313146698953
2.49,262.1497371904201,3.9995382895784592,0.7367567398361337
2.5,263.4543893684394,4.019442968471118,0.7333620629705422
2.5100000000000002,264.7592129558416,4.039350262504258,0.7299484184432135
2.52,266.0641682117613,4.0592595653636625,0.7265160271847708
2.5300000000000002,267.3692154921493,4.07917027221221,0.7230651087473525
2.54,268.6743152528698,4.099081779737124,0.7195958813107688
2.5500000000000003,269.9794280527691,4.118993486196797,0.7161086265323435
2.56,271.2845146558103,4.138904792979027,0.7126093033780923
2.57,272.5895446320829,4.158815235823981,0.7091137946373078
2.58,273.8945030625272,4.178724587116137,0.7056332249297601
2.59,275.19937679771976,4.198632646238764,0.7021685993888882
2.6,276.50415289195115,4.218539215683136,0.6987198909324435
2.61,277.8088186011144,4.238444101016316,0.6952870713307329
2.62,279.11336138060926,4.258347110849177,0.6918701112449652
2.63,280.41776888325955,4.278248056804631,0.6884689802686061
2.64,281.7220289572455,4.298146753486086,0.6850852307084756
2.65,283.0261321069155,4.31804305602129,0.6817270760128138
2.66,284.330079425583,4.337936981090594,0.6784028554386168
2.67,285.63387497364965,4.357828590642302,0.675114164981024
2.68,286.9375230429424,4.377717950155502,0.6718608275240605
2.69,288.2410281519826,4.397605128567894,0.6686426653258148
2.7,289.5443950413438,4.4174901982049555,0.6654595000893608
2.71,290.84762866908244,4.437373234710236,0.6623111530186601
2.72,292.1507342062428,4.457254316976776,0.6591975414472677
2.73,293.4537171847903,4.477133529404078,0.6561209504021537
2.74,294.7565870846335,4.497011016624205,0.6530860087860515
2.75,296.0593574776978,4.516886985699867,0.6500950561530203
2.7600000000000002,297.3620423303232,4.53676164971124,0.6471479552100163
2.77,298.664655818358,4.5566352249349,0.6442444540569643
2.7800000000000002,299.96721232189714,4.576507930763554,0.6413843008576134
2.79,301.26972642012,4.596379989627279,0.6385672438992975
2.8000000000000003,302.5722128862358,4.616251626916405,0.6357930316489957
2.81,303.8746866825271,4.6361230709058985,0.6330615562162405
2.82,305.1771631852313,4.655994556186304,0.630373796657909
2.83,306.4796596952161,4.675866346711666,0.6277310809073311
2.84,307.782194492867,4.695738721380227,0.6251336397958949
2.85,309.08478603832606,4.715611961832726,0.6225812016014232
2.86,310.38745296247987,4.735486352314896,0.6200734925414793
2.87,311.69021406223715,4.755362179605418,0.6176102394492062
2.88,312.9930882959077,4.775239732945422,0.6151911698191634
2.89,314.29609477868706,4.795119303969594,0.6128160118505543
2.9,315.59925277824135,4.815001186638818,0.610484465211971
2.91,316.90258166281075,4.834885676448406,0.6081960694952393
2.92,318.2061006824513,4.8547730670905676,0.605950340364211
2.93,319.5098291368102,4.874663653014116,0.6037469570846679
2.94,320.81378646063786,4.894557730729084,0.6015856553801904
2.95,322.11799221997956,4.914455598748639,0.5994661719380361
2.96,323.422466108379,4.934357557531147,0.5973882443960814
2.97,324.72722794317156,4.954263909423625,0.5953516113708612
2.98,326.0322976618642,4.974174958606518,0.593356012486961
2.99,327.3376953186024,4.994091011039781,0.5914010826914018
3.0,328.6434409065729,5.014012371753343,0.5894856500985952
3.0100000000000002,329.94955319494943,5.033939327102745,0.5876082811489987
3.02,331.25605044101457,5.053872155633757,0.5857683590984184
